iteration	likelihood	prior	σ²	 m 	 α 
10	3250.60888169563	-10.9506675240209	0.8607481391189519	0.3060103983719163	0.5
20	3248.378494682747	-11.15826024156187	0.8790820661558127	0.548544870095504	0.5
30	3249.0372304596053	-11.249736568417312	0.8894610764221625	0.42540711201472664	0.5
40	3250.471291423307	-11.567947952383673	0.9216462964576602	0.38899894812834945	0.5
50	3249.8355389128815	-11.073211694813958	0.8730150249449423	0.3047635237029573	0.5
60	3249.3498864444946	-10.972987848626762	0.8630793752082111	0.2960900355040134	0.5
70	3250.8815843759016	-11.172440554835271	0.8841762549661144	0.18092912179903242	0.5
80	3246.635541502316	-10.423000971894	0.8100716042476404	0.09699836423375857	0.5
90	3248.7804106500525	-11.700783023683709	0.9373043504188466	0.1515442650100008	0.5
100	3249.815985826784	-11.356339229126554	0.9032250642822339	0.11503493309957225	0.5
110	3249.6611760990086	-11.426339648704811	0.9101289138410175	0.1246541730041455	0.5
120	3249.8901790422174	-11.345447443844638	0.9007080200434711	0.257821504157283	0.5
130	3248.707182332242	-11.77933787241628	0.9449564226737442	0.17188552684636688	0.5
140	3249.384558163809	-11.223116492731432	0.8881217568513939	0.29313831223297493	0.5
150	3249.762735514316	-11.613584828391623	0.9271669321446248	0.2933041395115017	0.5
160	3248.895341795554	-10.936530661533224	0.858107807634903	0.4286749218995923	0.5
170	3249.6111613049384	-11.585179739871176	0.9255447906379916	0.1714674049699851	0.5
180	3248.4047527979046	-10.689644736020284	0.8346915368926896	0.301442740991409	0.5
190	3247.2871298347072	-10.582711017202886	0.8269915638975917	0.0021028523270599114	0.5
200	3250.3745242319314	-11.107202919852297	0.8754952253065408	0.3966557379257933	0.5
210	3253.3686044582873	-11.104565767317439	0.8738473720480086	0.5350695384303306	0.5
220	3245.3459641546374	-11.636558333363185	0.9242075629233769	0.8189761113508393	0.5
230	3248.383041209417	-11.85931391370045	0.9517972316186935	0.28756504519182136	0.5
240	3248.82415547833	-11.356582173074692	0.9002421918735378	0.415751613449739	0.5
250	3251.5255116779263	-11.32603743027643	0.897185998289692	0.4159235438517864	0.5
260	3247.7722666214586	-10.89815781525111	0.8580734202893523	0.04838519363279163	0.5
270	3249.3721066178996	-11.487540164329179	0.9162610722003895	0.12344349330981988	0.5
280	3250.2770539249022	-10.980973197111172	0.8641534633421226	0.2685347069565817	0.5
290	3249.9697498305063	-10.644779698085888	0.8296062018051044	0.3613258704055911	0.5
300	3247.2272968903976	-10.645042342976428	0.8329765438700316	0.026918112817965148	0.5
310	3246.195959700598	-10.596462554238155	0.8270649647954511	0.1322781328929054	0.5
320	3244.9399607894497	-11.349369549492833	0.898940405499959	0.47380401498905367	0.5
330	3248.829175751333	-11.05975148957768	0.873884675331809	0.08319643265244647	0.5
340	3249.281983231977	-11.209403984775735	0.8893008319575884	0.03810572205528137	0.5
350	3247.23168394343	-10.570742076295257	0.822761962161328	0.30537361687695597	0.5
360	3246.1257902424322	-10.959586425586096	0.8603758733221472	0.432425993703454	0.5
370	3247.501057122212	-12.006129903037412	0.9686752032674519	0.06792777368623575	0.5
380	3246.242198371878	-10.495224146092836	0.8125898643336325	0.5674040976225497	0.5
390	3249.37664848777	-11.633717731550362	0.9297383256564354	0.23749381991759053	0.5
400	3249.3673961071654	-10.84946457920379	0.852886116323144	0.08018322978119936	0.5
410	3249.4933740096476	-11.6552237723492	0.9316761884659323	0.2587679469567771	0.5
420	3250.43732433518	-11.164107606869967	0.8821762530528678	0.2975998334708889	0.5
430	3250.3065001662058	-11.115036582843882	0.877429661597444	0.2815487387524086	0.5
440	3248.7884046843465	-10.979655180807544	0.8591853536804395	0.7521655100896929	0.5
450	3247.082274335674	-10.431881489651195	0.8105798399347767	0.1349799730923814	0.5
460	3247.859405785069	-11.154434798198137	0.881708874545913	0.24760959744808175	0.5
470	3250.1125459914824	-11.400245288938956	0.9055632206018824	0.3202798992594868	0.5
480	3251.096034673621	-10.593104838752792	0.8248705714552289	0.31814031206290094	0.5
490	3239.041753969561	-11.72591335133206	0.935934470184873	0.5398355648913701	0.5
500	3247.0212584396254	-11.23493897344285	0.8863852966062391	0.5850091438625765	0.5
510	3250.209431420064	-11.29835497687334	0.8958445597235699	0.2732428664340574	0.5
520	3248.077232442232	-10.651488565604177	0.8322189139355053	0.16714333254871142	0.5
530	3251.312559605568	-11.088696307537546	0.8751151704802683	0.24959509740594477	0.5
540	3246.640799315614	-11.046699747278826	0.8690791918384483	0.4332273590009029	0.5
550	3249.7803422530437	-11.465537246541794	0.9131993457515291	0.20958696032248986	0.5
560	3248.9258580506053	-10.839567990537168	0.852314298586067	0.03839911682244179	0.5
570	3248.4204591046087	-10.859666038759253	0.8509972663210438	0.37108282554558736	0.5
580	3250.965433195815	-11.466424704694655	0.9135884590044427	0.17955021655965675	0.5
