iteration	likelihood	prior	σ²	 m 	 α 
100	-95.04837243223653	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
200	-112.75185798635037	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
300	-97.75716940304481	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
400	-120.63440982220179	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
500	-84.67212805397688	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
600	-103.01185192648387	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
700	-87.35464496313286	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
800	-128.62899311898448	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
900	-86.62937300463243	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
1000	-100.76018373345711	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
1100	-88.04452980249438	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
1200	-66.0997628075051	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
1300	-91.78965595428976	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
1400	-70.8875004320046	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
1500	-91.55974706351884	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
1600	-90.74525032913733	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
1700	-104.35510550302999	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
1800	-139.41319064665495	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
1900	-95.56478752134298	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
2000	-109.06112191238164	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
2100	-75.07756586987733	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
2200	-111.19658380507542	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
2300	-83.3275698059068	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
2400	-81.82225827819173	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
2500	-108.79728328352225	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
2600	-89.5153548861906	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
2700	-91.33683532722338	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
2800	-95.27188612790592	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
2900	-106.39608109787024	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
3000	-72.39539675490711	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
3100	-84.85629772364503	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
3200	-81.23531885118312	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
3300	-103.40273200931865	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
3400	-86.48192094546242	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
3500	-84.59709532943265	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
3600	-79.9772240361116	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
3700	-80.75028516472548	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
3800	-97.02263970876238	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
3900	-77.88860185105855	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
4000	-107.03701804624288	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
4100	-85.80541068737527	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
4200	-98.80357839195963	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
4300	-82.60630278486823	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
4400	-70.19442186423346	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
4500	-106.32971615728339	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
4600	-90.66512246037001	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
4700	-108.28960310927532	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
4800	-111.93694660461703	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
4900	-80.28214647172588	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
5000	-76.34398935945764	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
5100	-96.14790346067251	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
5200	-114.89225274189724	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
5300	-110.87609445076701	-20.631042008625194	122.57067799638287	10.422406035718463	4.239783264329178
