iteration	likelihood	prior	σ²	 m 	 α 
100	24046.79931465511	-8.252872046275893	6.44004675759608	5.832550652514809	1.1785702628257413
200	24046.862107347373	-8.263680618053671	6.548132475373809	5.832550652514809	1.1785702628257413
300	24046.86715926985	-8.277007611072893	6.6814024055659145	5.832550652514809	1.1785702628257413
400	24045.870144998218	-8.207419417203507	5.985520466871962	5.832550652514809	1.1785702628257413
500	24046.430793463674	-8.227848671068523	6.189813005522217	5.832550652514809	1.1785702628257413
600	24046.63621587998	-8.239046792174415	6.301794216581219	5.832550652514809	1.1785702628257413
700	24046.696475062385	-8.300725959852402	6.9185858933611115	5.832550652514809	1.1785702628257413
800	24046.858497603862	-8.262661704104106	6.53794333587811	5.832550652514809	1.1785702628257413
900	24046.673910178597	-8.241618352493258	6.327509819769577	5.832550652514809	1.1785702628257413
1000	24046.84320864261	-8.283342677534034	6.744753070177237	5.832550652514809	1.1785702628257413
1100	24046.121683760895	-8.333891735698783	7.250243651824955	5.832550652514809	1.1785702628257413
1200	24044.653322703747	-8.383853375367677	7.7498600485138445	5.832550652514809	1.1785702628257413
1300	24046.50031278187	-8.23124338679522	6.22376016278934	5.832550652514809	1.1785702628257413
1400	24046.46195159583	-8.229331528378834	6.204641578625512	5.832550652514809	1.1785702628257413
1500	24046.07167180091	-8.213774512874727	6.049071423584199	5.832550652514809	1.1785702628257413
1600	24045.643470884806	-8.201084651435902	5.922172809196038	5.832550652514809	1.1785702628257413
1700	24045.893866786708	-8.343384539117427	7.345171686011203	5.832550652514809	1.1785702628257413
1800	24046.745296439454	-8.296238483785729	6.873711132694293	5.832550652514809	1.1785702628257413
1900	24046.70732985855	-8.299784384298887	6.9091701378257735	5.832550652514809	1.1785702628257413
2000	24046.804546418174	-8.253509372095463	6.446420015791458	5.832550652514809	1.1785702628257413
2100	24046.79335449894	-8.25217344193224	6.433060714159224	5.832550652514809	1.1785702628257413
2200	24045.271735623366	-8.192009664657741	5.831422941414341	5.832550652514809	1.1785702628257413
2300	24046.853628591896	-8.28108396715361	6.722165966373168	5.832550652514809	1.1785702628257413
2400	24046.8465503304	-8.282665201211314	6.737978306950205	5.832550652514809	1.1785702628257413
2500	24045.894870183813	-8.208157789831304	5.992904193150088	5.832550652514809	1.1785702628257413
2600	24045.649977268018	-8.201256718073195	5.923893475568826	5.832550652514809	1.1785702628257413
2700	24046.63394634476	-8.305692685682363	6.9682531516605755	5.832550652514809	1.1785702628257413
2800	24046.874241392805	-8.272092933586235	6.632255630699319	5.832550652514809	1.1785702628257413
2900	24046.40143044069	-8.226502336864502	6.17634966348223	5.832550652514809	1.1785702628257413
3000	24046.078921959997	-8.335760124909061	7.268927543927671	5.832550652514809	1.1785702628257413
3100	24046.22163726013	-8.329332610864403	7.204652403481041	5.832550652514809	1.1785702628257413
3200	24046.866394658722	-8.265115154983103	6.562477844668098	5.832550652514809	1.1785702628257413
3300	24046.558644356235	-8.234366270133679	6.254988996173876	5.832550652514809	1.1785702628257413
3400	24046.552533624978	-8.311326461069594	7.024590905533087	5.832550652514809	1.1785702628257413
3500	24046.808740924993	-8.288922946733189	6.800555762169068	5.832550652514809	1.1785702628257413
